xi,chosen,rejected,best_V,worst_V,delta_V,rel_V,best_J_dc,worst_J_dc
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8708.json,open(S6:135),open(S1:34); open(S6:135); open(S9:5),12173.935961463707,1000000.0,987826.0640385363,82.14270250521075,10440.209184896701,12132.49288771394
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3021.json,open(41); open(128); open(S6:136),open(S2:15); open(S2:16); open(S2:17),12212.442310292763,1000000.0,987787.5576897073,81.88370307855543,1870.7956957945528,6647.92987140887
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1114.json,open(118); open(131); open(S6:135),open(34); open(35); open(42),13124.426539025897,1000000.0,986875.5734609741,76.19380527038408,1816.3146898462594,5900.429792262136
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5894.json,open(105); open(128); open(130),open(34); open(35); open(40),13783.03917223617,1000000.0,986216.9608277638,72.55293897838929,1615.941926097164,5955.357944268046
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5894.json,open(105); open(128); open(130),open(S1:34); open(S1:35); open(S1:40),13783.03917223617,1000000.0,986216.9608277638,72.55293897838929,1615.941926097164,5955.357944268046
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5894.json,open(105); open(128); open(130),open(S1:34); open(S2:15); open(S3:70),13783.03917223617,16652.100347520503,2869.0611752843342,1.2081588203756701,1615.941926097164,1877.4215956611847
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8876.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),12075.915049405756,1000000.0,987924.0849505942,82.80945964829465,1867.8794098968863,5949.991518466095
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_5709.json,open(S1:34); open(S2:15); open(S3:71),open(S6:139); open(143); open(156),18708.237078083628,1000000.0,981291.7629219163,53.45239082796756,11853.150857522327,11851.015231101048
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),16056.05971579392,1000000.0,983943.9402842061,62.281781315021306,1866.6796304739087,5948.78176055268
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S9:5),16056.05971579392,1000000.0,983943.9402842061,62.281781315021306,1866.6796304739087,8933.351247722583
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1252.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),16056.05971579392,18754.290070030616,2698.230354236697,1.1680505928601224,1866.6796304739087,1871.6615030254036
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7910.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),12376.753887286777,1000000.0,987623.2461127132,80.79662964189549,1870.7316281603382,5952.8331575891825
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7910.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S3:70),12376.753887286777,15272.729175810862,2895.975288524085,1.2339850428389618,1870.7316281603382,1873.4841486851526
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2097.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12239.748647592649,15145.872287678689,2906.12364008604,1.2374332777379071,1867.884484345335,1870.6566829846668
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2097.json,open(131); open(S6:135); open(149),open(S4:96); open(S8:160); open(S1:34),12239.748647592649,14499.125369915211,2259.3767223225623,1.1845933921826854,1867.884484345335,2024.562268770227
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(131); open(S6:135); open(149),open(34); open(35); open(40),12080.17582457987,1000000.0,987919.8241754201,82.78025208584069,2180.219802937987,6262.3017115421535
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(131); open(S6:135); open(149),open(34); open(15); open(70),12080.17582457987,14984.82958070009,2904.6537561202204,1.2404479701537159,2180.219802937987,2182.6822101089774
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7822.json,open(131); open(S6:135); open(149),open(S1:34); open(S2:15); open(S3:70),12080.17582457987,14984.82958070009,2904.6537561202204,1.2404479701537159,2180.219802937987,2182.6822101089774
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2635.json,open(131); open(S6:135); open(149),open(S1:34); open(S1:35); open(S1:40),12115.987904389622,1000000.0,987884.0120956104,82.53557265748837,1997.1515520083624,6080.182551842951
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1285.json,open(105); open(128); open(S6:136),open(S1:35); open(S2:15); open(S3:70),12836.755760449361,1000000.0,987163.2442395507,77.90130299752576,1861.7380777987496,3556.2582060122495
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1285.json,open(105); open(128); open(S6:136),open(S1:35); open(S5:121); open(S6:135),12836.755760449361,1000000.0,987163.2442395507,77.90130299752576,1861.7380777987496,3504.8675835322583
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1285.json,open(105); open(128); open(S6:136),open(S1:35); open(S1:40); open(S1:42),12836.755760449361,1000000.0,987163.2442395507,77.90130299752576,1861.7380777987496,5945.017977150892
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(105); open(128); open(S6:136),open(34); open(35); open(40),13745.836166878182,1000000.0,986254.1638331218,72.74930297871505,1828.8812431188894,5910.947505343947
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(105); open(128); open(S6:136),open(S1:34); open(S2:15); open(S1:35),13745.836166878182,1000000.0,986254.1638331218,72.74930297871505,1828.8812431188894,3521.648578084122
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2330.json,open(105); open(128); open(S6:136),open(S1:34); open(S1:35); open(S1:40),13745.836166878182,1000000.0,986254.1638331218,72.74930297871505,1828.8812431188894,5910.947505343947
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3206.json,open(105); open(128); open(S6:136),open(S3:70); open(S3:71); open(S3:72),12038.746676508455,1000000.0,987961.2533234915,83.06512520537774,1863.5711927798445,3661.35722295542
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3206.json,open(105); open(128); open(S6:136),open(S3:70); open(S4:95); open(S1:34),12038.746676508455,14764.244770167461,2725.4980936590055,1.2263938403968035,1863.5711927798445,1864.2637059195192
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3206.json,open(105); open(128); open(S6:136),open(73); open(99); open(34),12038.746676508455,12515.77616164562,477.02948513716365,1.0396245139095754,1863.5711927798445,1864.1127241047636
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3206.json,open(73); open(99); open(34),open(S3:70); open(S3:71); open(S3:72),12515.77616164562,1000000.0,987484.2238383543,79.89915983512735,1864.1127241047636,3661.35722295542
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(20); open(152),open(35); open(40); open(S6:135),12178.163731540484,1000000.0,987821.8362684596,82.1141858530017,2203.0703754715587,2203.0703754715587
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(20); open(152),open(34); open(35); open(40),12178.163731540484,1000000.0,987821.8362684596,82.1141858530017,2203.0703754715587,6285.154079974146
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2845.json,open(20); open(152),open(15); open(150); open(34),12178.163731540484,12713.005542167566,534.8418106270819,1.0439180998397881,2203.0703754715587,2180.6427996565276
